CSD Number,Province Code,Indicator,Indicator Sort,Children Count,Percent,Value Status
1002009,10,Lone Parent,5,,,Suppressed
1002011,10,Below LIM,1,0,0.0,Reportable
1002011,10,Indigenous Identity,2,0,0.0,Reportable
1002011,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1002011,10,Immigrant Parent(s),4,0,0.0,Reportable
1002011,10,Lone Parent,5,0,0.0,Reportable
1002012,10,Below LIM,1,,,Suppressed
1002012,10,Indigenous Identity,2,0,0.0,Reportable
1002012,10,Parent(s) Less Than High School,3,0,,Reportable
1002012,10,Immigrant Parent(s),4,0,,Reportable
1002012,10,Lone Parent,5,0,,Reportable
1002013,10,Below LIM,1,,,Suppressed
1002013,10,Indigenous Identity,2,0,0.0,Reportable
1002013,10,Parent(s) Less Than High School,3,0,,Reportable
1002013,10,Immigrant Parent(s),4,0,,Reportable
1002013,10,Lone Parent,5,0,,Reportable
1002014,10,Below LIM,1,,,Suppressed
1002014,10,Indigenous Identity,2,0,0.0,Reportable
1002014,10,Parent(s) Less Than High School,3,0,,Reportable
1002014,10,Immigrant Parent(s),4,0,,Reportable
1002014,10,Lone Parent,5,10,,Reportable
1002015,10,Below LIM,1,,,Suppressed
1002015,10,Indigenous Identity,2,0,0.0,Reportable
1002015,10,Parent(s) Less Than High School,3,0,,Reportable
1002015,10,Immigrant Parent(s),4,0,,Reportable
1002015,10,Lone Parent,5,0,,Reportable
1002016,10,Below LIM,1,,,Suppressed
1002016,10,Indigenous Identity,2,0,0.0,Reportable
1002016,10,Parent(s) Less Than High School,3,0,,Reportable
1002016,10,Immigrant Parent(s),4,0,,Reportable
1002016,10,Lone Parent,5,0,,Reportable
1002017,10,Below LIM,1,,,Suppressed
1002017,10,Indigenous Identity,2,0,0.0,Reportable
1002017,10,Parent(s) Less Than High School,3,0,,Reportable
1002017,10,Immigrant Parent(s),4,0,,Reportable
1002017,10,Lone Parent,5,0,,Reportable
1002018,10,Below LIM,1,0,0.0,Reportable
1002018,10,Indigenous Identity,2,0,0.0,Reportable
1002018,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1002018,10,Immigrant Parent(s),4,0,0.0,Reportable
1002018,10,Lone Parent,5,10,25.0,Reportable
1002019,10,Below LIM,1,20,66.7,Reportable
1002019,10,Indigenous Identity,2,0,0.0,Reportable
1002019,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1002019,10,Immigrant Parent(s),4,0,0.0,Reportable
1002019,10,Lone Parent,5,15,50.0,Reportable
1002021,10,Below LIM,1,0,0.0,Reportable
1002021,10,Indigenous Identity,2,0,0.0,Reportable
1002021,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1002021,10,Immigrant Parent(s),4,0,0.0,Reportable
1002021,10,Lone Parent,5,0,0.0,Reportable
1002022,10,Below LIM,1,,,Suppressed
1002022,10,Indigenous Identity,2,0,0.0,Reportable
1002022,10,Parent(s) Less Than High School,3,0,,Reportable
1002022,10,Immigrant Parent(s),4,0,,Reportable
1002022,10,Lone Parent,5,0,,Reportable
1002023,10,Below LIM,1,0,0.0,Reportable
1002023,10,Indigenous Identity,2,0,0.0,Reportable
1002023,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1002023,10,Immigrant Parent(s),4,0,0.0,Reportable
1002023,10,Lone Parent,5,0,0.0,Reportable
1002024,10,Below LIM,1,65,27.7,Reportable
1002024,10,Indigenous Identity,2,0,0.0,Reportable
1002024,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1002024,10,Immigrant Parent(s),4,0,0.0,Reportable
1002024,10,Lone Parent,5,75,31.914893617021278,Reportable
1002025,10,Below LIM,1,0,0.0,Reportable
1002025,10,Indigenous Identity,2,0,0.0,Reportable
1002025,10,Parent(s) Less Than High School,3,0,,Reportable
1002025,10,Immigrant Parent(s),4,0,,Reportable
1002025,10,Lone Parent,5,0,,Reportable
1002026,10,Below LIM,1,,,Suppressed
1002026,10,Indigenous Identity,2,0,0.0,Reportable
1002026,10,Parent(s) Less Than High School,3,0,,Reportable
1002026,10,Immigrant Parent(s),4,0,,Reportable
1002026,10,Lone Parent,5,0,,Reportable
1002027,10,Below LIM,1,,,Suppressed
1002027,10,Indigenous Identity,2,0,0.0,Reportable
1002027,10,Parent(s) Less Than High School,3,0,,Reportable
1002027,10,Immigrant Parent(s),4,0,,Reportable
1002027,10,Lone Parent,5,0,,Reportable
1002029,10,Below LIM,1,,,Suppressed
1002029,10,Indigenous Identity,2,,,Suppressed
1002029,10,Parent(s) Less Than High School,3,,,Suppressed
1002029,10,Immigrant Parent(s),4,,,Suppressed
1002029,10,Lone Parent,5,,,Suppressed
1002030,10,Below LIM,1,,,Suppressed
1002030,10,Indigenous Identity,2,0,0.0,Reportable
1002030,10,Parent(s) Less Than High School,3,0,,Reportable
1002030,10,Immigrant Parent(s),4,0,,Reportable
1002030,10,Lone Parent,5,0,,Reportable
1002031,10,Below LIM,1,0,0.0,Reportable
1002031,10,Indigenous Identity,2,0,0.0,Reportable
1002031,10,Parent(s) Less Than High School,3,0,,Reportable
1002031,10,Immigrant Parent(s),4,0,,Reportable
1002031,10,Lone Parent,5,0,,Reportable
1002033,10,Below LIM,1,,,Suppressed
1002033,10,Indigenous Identity,2,0,0.0,Reportable
1002033,10,Parent(s) Less Than High School,3,0,,Reportable
1002033,10,Immigrant Parent(s),4,0,,Reportable
1002033,10,Lone Parent,5,0,,Reportable
1002034,10,Below LIM,1,,,Suppressed
1002034,10,Indigenous Identity,2,0,0.0,Reportable
1002034,10,Parent(s) Less Than High School,3,0,,Reportable
1002034,10,Immigrant Parent(s),4,0,,Reportable
1002034,10,Lone Parent,5,0,,Reportable
1002036,10,Below LIM,1,0,0.0,Reportable
1002036,10,Indigenous Identity,2,0,0.0,Reportable
1002036,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1002036,10,Immigrant Parent(s),4,0,0.0,Reportable
1002036,10,Lone Parent,5,0,0.0,Reportable
1002037,10,Below LIM,1,,,Suppressed
1002037,10,Indigenous Identity,2,0,0.0,Reportable
1002037,10,Parent(s) Less Than High School,3,0,,Reportable
1002037,10,Immigrant Parent(s),4,0,,Reportable
1002037,10,Lone Parent,5,0,,Reportable
1002039,10,Below LIM,1,,,Suppressed
1002039,10,Indigenous Identity,2,0,0.0,Reportable
1002039,10,Parent(s) Less Than High School,3,0,,Reportable
1002039,10,Immigrant Parent(s),4,0,,Reportable
1002039,10,Lone Parent,5,0,,Reportable
1002040,10,Below LIM,1,,,Suppressed
1002040,10,Indigenous Identity,2,0,0.0,Reportable
1002040,10,Parent(s) Less Than High School,3,0,,Reportable
1002040,10,Immigrant Parent(s),4,0,,Reportable
1002040,10,Lone Parent,5,0,,Reportable
1002041,10,Below LIM,1,0,0.0,Reportable
1002041,10,Indigenous Identity,2,0,0.0,Reportable
1002041,10,Parent(s) Less Than High School,3,0,,Reportable
1002041,10,Immigrant Parent(s),4,0,,Reportable
1002041,10,Lone Parent,5,0,,Reportable
1002044,10,Below LIM,1,,,Suppressed
1002044,10,Indigenous Identity,2,,,Suppressed
1002044,10,Parent(s) Less Than High School,3,,,Suppressed
1002044,10,Immigrant Parent(s),4,,,Suppressed
1002044,10,Lone Parent,5,,,Suppressed
1002048,10,Below LIM,1,0,0.0,Reportable
1002048,10,Indigenous Identity,2,0,0.0,Reportable
1002048,10,Parent(s) Less Than High School,3,0,,Reportable
1002048,10,Immigrant Parent(s),4,0,,Reportable
1002048,10,Lone Parent,5,0,,Reportable
1002055,10,Below LIM,1,,,Suppressed
1002055,10,Indigenous Identity,2,0,0.0,Reportable
1002055,10,Parent(s) Less Than High School,3,0,,Reportable
1002055,10,Immigrant Parent(s),4,0,,Reportable
1002055,10,Lone Parent,5,0,,Reportable
1003001,10,Below LIM,1,,,Suppressed
1003001,10,Indigenous Identity,2,,,Suppressed
1003001,10,Parent(s) Less Than High School,3,,,Suppressed
1003001,10,Immigrant Parent(s),4,,,Suppressed
1003001,10,Lone Parent,5,,,Suppressed
1003002,10,Below LIM,1,,,Suppressed
1003002,10,Indigenous Identity,2,0,0.0,Reportable
1003002,10,Parent(s) Less Than High School,3,0,,Reportable
1003002,10,Immigrant Parent(s),4,0,,Reportable
1003002,10,Lone Parent,5,0,,Reportable
1003003,10,Below LIM,1,0,0.0,Reportable
1003003,10,Indigenous Identity,2,0,0.0,Reportable
1003003,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1003003,10,Immigrant Parent(s),4,0,0.0,Reportable
1003003,10,Lone Parent,5,15,50.0,Reportable
1003004,10,Below LIM,1,0,0.0,Reportable
1003004,10,Indigenous Identity,2,0,0.0,Reportable
1003004,10,Parent(s) Less Than High School,3,10,66.66666666666666,Reportable
1003004,10,Immigrant Parent(s),4,0,0.0,Reportable
1003004,10,Lone Parent,5,10,66.66666666666666,Reportable
1003005,10,Below LIM,1,,,Suppressed
1003005,10,Indigenous Identity,2,0,0.0,Reportable
1003005,10,Parent(s) Less Than High School,3,0,,Reportable
1003005,10,Immigrant Parent(s),4,0,,Reportable
1003005,10,Lone Parent,5,0,,Reportable
1003006,10,Below LIM,1,,,Suppressed
1003006,10,Indigenous Identity,2,,,Suppressed
1003006,10,Parent(s) Less Than High School,3,,,Suppressed
1003006,10,Immigrant Parent(s),4,,,Suppressed
1003006,10,Lone Parent,5,,,Suppressed
1003008,10,Below LIM,1,0,0.0,Reportable
1003008,10,Indigenous Identity,2,0,0.0,Reportable
1003008,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1003008,10,Immigrant Parent(s),4,0,0.0,Reportable
1003008,10,Lone Parent,5,20,40.0,Reportable
1003009,10,Below LIM,1,,,Suppressed
1003009,10,Indigenous Identity,2,0,0.0,Reportable
1003009,10,Parent(s) Less Than High School,3,0,,Reportable
1003009,10,Immigrant Parent(s),4,0,,Reportable
1003009,10,Lone Parent,5,0,,Reportable
1003010,10,Below LIM,1,,,Suppressed
1003010,10,Indigenous Identity,2,0,0.0,Reportable
1003010,10,Parent(s) Less Than High School,3,0,,Reportable
1003010,10,Immigrant Parent(s),4,0,,Reportable
1003010,10,Lone Parent,5,0,,Reportable
1003011,10,Below LIM,1,0,0.0,Reportable
1003011,10,Indigenous Identity,2,0,0.0,Reportable
1003011,10,Parent(s) Less Than High School,3,0,,Reportable
1003011,10,Immigrant Parent(s),4,0,,Reportable
1003011,10,Lone Parent,5,0,,Reportable
1003012,10,Below LIM,1,,,Suppressed
1003012,10,Indigenous Identity,2,0,0.0,Reportable
1003012,10,Parent(s) Less Than High School,3,0,,Reportable
1003012,10,Immigrant Parent(s),4,0,,Reportable
1003012,10,Lone Parent,5,0,,Reportable
1003014,10,Below LIM,1,,,Suppressed
1003014,10,Indigenous Identity,2,10,100.0,Reportable
1003014,10,Parent(s) Less Than High School,3,0,,Reportable
1003014,10,Immigrant Parent(s),4,0,,Reportable
1003014,10,Lone Parent,5,0,,Reportable
1003018,10,Below LIM,1,0,0.0,Reportable
1003018,10,Indigenous Identity,2,0,0.0,Reportable
1003018,10,Parent(s) Less Than High School,3,0,,Reportable
1003018,10,Immigrant Parent(s),4,0,,Reportable
1003018,10,Lone Parent,5,0,,Reportable
1003019,10,Below LIM,1,0,0.0,Reportable
1003019,10,Indigenous Identity,2,15,37.5,Reportable
1003019,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1003019,10,Immigrant Parent(s),4,0,0.0,Reportable
1003019,10,Lone Parent,5,15,42.857142857142854,Reportable
1003020,10,Below LIM,1,,,Suppressed
1003020,10,Indigenous Identity,2,0,0.0,Reportable
1003020,10,Parent(s) Less Than High School,3,0,,Reportable
1003020,10,Immigrant Parent(s),4,0,,Reportable
1003020,10,Lone Parent,5,0,,Reportable
1003021,10,Below LIM,1,,,Suppressed
1003021,10,Indigenous Identity,2,0,0.0,Reportable
1003021,10,Parent(s) Less Than High School,3,0,,Reportable
1003021,10,Immigrant Parent(s),4,0,,Reportable
1003021,10,Lone Parent,5,0,,Reportable
1003024,10,Below LIM,1,,,Suppressed
1003024,10,Indigenous Identity,2,0,0.0,Reportable
1003024,10,Parent(s) Less Than High School,3,0,,Reportable
1003024,10,Immigrant Parent(s),4,0,,Reportable
1003024,10,Lone Parent,5,0,,Reportable
1003026,10,Below LIM,1,0,0.0,Reportable
1003026,10,Indigenous Identity,2,0,0.0,Reportable
1003026,10,Parent(s) Less Than High School,3,0,,Reportable
1003026,10,Immigrant Parent(s),4,0,,Reportable
1003026,10,Lone Parent,5,0,,Reportable
1003028,10,Below LIM,1,0,0.0,Reportable
1003028,10,Indigenous Identity,2,10,66.7,Reportable
1003028,10,Parent(s) Less Than High School,3,0,,Reportable
1003028,10,Immigrant Parent(s),4,0,,Reportable
1003028,10,Lone Parent,5,0,,Reportable
1003031,10,Below LIM,1,0,0.0,Reportable
1003031,10,Indigenous Identity,2,0,0.0,Reportable
1003031,10,Parent(s) Less Than High School,3,0,,Reportable
1003031,10,Immigrant Parent(s),4,0,,Reportable
1003031,10,Lone Parent,5,0,,Reportable
1003032,10,Below LIM,1,0,0.0,Reportable
1003032,10,Indigenous Identity,2,0,0.0,Reportable
1003032,10,Parent(s) Less Than High School,3,0,,Reportable
1003032,10,Immigrant Parent(s),4,0,,Reportable
1003032,10,Lone Parent,5,0,,Reportable
1003033,10,Below LIM,1,0,0.0,Reportable
1003033,10,Indigenous Identity,2,0,0.0,Reportable
1003033,10,Parent(s) Less Than High School,3,0,,Reportable
1003033,10,Immigrant Parent(s),4,0,,Reportable
1003033,10,Lone Parent,5,0,,Reportable
1003034,10,Below LIM,1,25,19.2,Reportable
1003034,10,Indigenous Identity,2,0,0.0,Reportable
1003034,10,Parent(s) Less Than High School,3,10,8.0,Reportable
1003034,10,Immigrant Parent(s),4,0,0.0,Reportable
1003034,10,Lone Parent,5,35,28.000000000000004,Reportable
1003038,10,Below LIM,1,,,Suppressed
1003038,10,Indigenous Identity,2,0,0.0,Reportable
1003038,10,Parent(s) Less Than High School,3,0,,Reportable
1003038,10,Immigrant Parent(s),4,0,,Reportable
1003038,10,Lone Parent,5,0,,Reportable
1003042,10,Below LIM,1,,,Suppressed
1003042,10,Indigenous Identity,2,,,Suppressed
1003042,10,Parent(s) Less Than High School,3,,,Suppressed
1003042,10,Immigrant Parent(s),4,,,Suppressed
1003042,10,Lone Parent,5,,,Suppressed
1003045,10,Below LIM,1,0,0.0,Reportable
1003045,10,Indigenous Identity,2,0,0.0,Reportable
1003045,10,Parent(s) Less Than High School,3,0,,Reportable
1003045,10,Immigrant Parent(s),4,0,,Reportable
1003045,10,Lone Parent,5,0,,Reportable
1003801,10,Below LIM,1,0,0.0,Reportable
1003801,10,Indigenous Identity,2,65,100.0,Reportable
1003801,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1003801,10,Immigrant Parent(s),4,,,Suppressed
1003801,10,Lone Parent,5,,,Missing
1004001,10,Below LIM,1,0,0.0,Reportable
1004001,10,Indigenous Identity,2,0,0.0,Reportable
1004001,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1004001,10,Immigrant Parent(s),4,0,0.0,Reportable
1004001,10,Lone Parent,5,15,30.0,Reportable
1004006,10,Below LIM,1,0,0.0,Reportable
1004006,10,Indigenous Identity,2,10,33.3,Reportable
1004006,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1004006,10,Immigrant Parent(s),4,0,0.0,Reportable
1004006,10,Lone Parent,5,10,40.0,Reportable
1004011,10,Below LIM,1,0,0.0,Reportable
1004011,10,Indigenous Identity,2,15,75.0,Reportable
1004011,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1004011,10,Immigrant Parent(s),4,0,0.0,Reportable
1004011,10,Lone Parent,5,15,75.0,Reportable
1004013,10,Below LIM,1,0,0.0,Reportable
1004013,10,Indigenous Identity,2,0,0.0,Reportable
1004013,10,Parent(s) Less Than High School,3,0,,Reportable
1004013,10,Immigrant Parent(s),4,0,,Reportable
1004013,10,Lone Parent,5,20,,Reportable
1004016,10,Below LIM,1,0,0.0,Reportable
1004016,10,Indigenous Identity,2,35,58.3,Reportable
1004016,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1004016,10,Immigrant Parent(s),4,0,0.0,Reportable
1004016,10,Lone Parent,5,20,33.33333333333333,Reportable
1004017,10,Below LIM,1,,,Suppressed
1004017,10,Indigenous Identity,2,0,0.0,Reportable
1004017,10,Parent(s) Less Than High School,3,0,,Reportable
1004017,10,Immigrant Parent(s),4,0,,Reportable
1004017,10,Lone Parent,5,0,,Reportable
1004018,10,Below LIM,1,0,0.0,Reportable
1004018,10,Indigenous Identity,2,30,60.0,Reportable
1004018,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1004018,10,Immigrant Parent(s),4,0,0.0,Reportable
1004018,10,Lone Parent,5,20,40.0,Reportable
1004019,10,Below LIM,1,85,33.3,Reportable
1004019,10,Indigenous Identity,2,105,41.2,Reportable
1004019,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1004019,10,Immigrant Parent(s),4,10,3.9215686274509802,Reportable
1004019,10,Lone Parent,5,105,41.17647058823529,Reportable
1004020,10,Below LIM,1,0,0.0,Reportable
1004020,10,Indigenous Identity,2,30,60.0,Reportable
1004020,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1004020,10,Immigrant Parent(s),4,0,0.0,Reportable
1004020,10,Lone Parent,5,20,40.0,Reportable
1004021,10,Below LIM,1,0,0.0,Reportable
1004021,10,Indigenous Identity,2,0,0.0,Reportable
1004021,10,Parent(s) Less Than High School,3,0,,Reportable
1004021,10,Immigrant Parent(s),4,0,,Reportable
1004021,10,Lone Parent,5,10,,Reportable
1004022,10,Below LIM,1,20,30.8,Reportable
1004022,10,Indigenous Identity,2,45,69.2,Reportable
1004022,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1004022,10,Immigrant Parent(s),4,0,0.0,Reportable
1004022,10,Lone Parent,5,20,30.76923076923077,Reportable
1004033,10,Below LIM,1,0,0.0,Reportable
1004033,10,Indigenous Identity,2,25,83.3,Reportable
1004033,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1004033,10,Immigrant Parent(s),4,0,0.0,Reportable
1004033,10,Lone Parent,5,10,33.33333333333333,Reportable
1004037,10,Below LIM,1,0,0.0,Reportable
1004037,10,Indigenous Identity,2,0,0.0,Reportable
1004037,10,Parent(s) Less Than High School,3,0,,Reportable
1004037,10,Immigrant Parent(s),4,0,,Reportable
1004037,10,Lone Parent,5,15,,Reportable
1004042,10,Below LIM,1,0,0.0,Reportable
1004042,10,Indigenous Identity,2,0,0.0,Reportable
1004042,10,Parent(s) Less Than High School,3,0,,Reportable
1004042,10,Immigrant Parent(s),4,0,,Reportable
1004042,10,Lone Parent,5,0,,Reportable
1005001,10,Below LIM,1,0,0.0,Reportable
1005001,10,Indigenous Identity,2,0,0.0,Reportable
1005001,10,Parent(s) Less Than High School,3,0,,Reportable
1005001,10,Immigrant Parent(s),4,0,,Reportable
1005001,10,Lone Parent,5,0,,Reportable
1005003,10,Below LIM,1,0,0.0,Reportable
1005003,10,Indigenous Identity,2,0,0.0,Reportable
1005003,10,Parent(s) Less Than High School,3,0,,Reportable
1005003,10,Immigrant Parent(s),4,0,,Reportable
1005003,10,Lone Parent,5,0,,Reportable
1005004,10,Below LIM,1,40,16.7,Reportable
1005004,10,Indigenous Identity,2,55,22.9,Reportable
1005004,10,Parent(s) Less Than High School,3,20,8.333333333333332,Reportable
1005004,10,Immigrant Parent(s),4,0,0.0,Reportable
1005004,10,Lone Parent,5,65,27.083333333333332,Reportable
1005005,10,Below LIM,1,0,0.0,Reportable
1005005,10,Indigenous Identity,2,0,0.0,Reportable
1005005,10,Parent(s) Less Than High School,3,0,,Reportable
1005005,10,Immigrant Parent(s),4,0,,Reportable
1005005,10,Lone Parent,5,0,,Reportable
1005006,10,Below LIM,1,,,Suppressed
1005006,10,Indigenous Identity,2,0,0.0,Reportable
1005006,10,Parent(s) Less Than High School,3,0,,Reportable
1005006,10,Immigrant Parent(s),4,0,,Reportable
1005006,10,Lone Parent,5,0,,Reportable
1005007,10,Below LIM,1,,,Suppressed
1005007,10,Indigenous Identity,2,0,0.0,Reportable
1005007,10,Parent(s) Less Than High School,3,0,,Reportable
1005007,10,Immigrant Parent(s),4,0,,Reportable
1005007,10,Lone Parent,5,0,,Reportable
1005008,10,Below LIM,1,0,0.0,Reportable
1005008,10,Indigenous Identity,2,0,0.0,Reportable
1005008,10,Parent(s) Less Than High School,3,0,,Reportable
1005008,10,Immigrant Parent(s),4,0,,Reportable
1005008,10,Lone Parent,5,0,,Reportable
1005009,10,Below LIM,1,0,0.0,Reportable
1005009,10,Indigenous Identity,2,0,0.0,Reportable
1005009,10,Parent(s) Less Than High School,3,0,,Reportable
1005009,10,Immigrant Parent(s),4,0,,Reportable
1005009,10,Lone Parent,5,0,,Reportable
1005010,10,Below LIM,1,0,0.0,Reportable
1005010,10,Indigenous Identity,2,10,22.2,Reportable
1005010,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1005010,10,Immigrant Parent(s),4,0,0.0,Reportable
1005010,10,Lone Parent,5,0,0.0,Reportable
1005011,10,Below LIM,1,0,0.0,Reportable
1005011,10,Indigenous Identity,2,10,50.0,Reportable
1005011,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1005011,10,Immigrant Parent(s),4,0,0.0,Reportable
1005011,10,Lone Parent,5,0,0.0,Reportable
1005012,10,Below LIM,1,0,0.0,Reportable
1005012,10,Indigenous Identity,2,45,29.0,Reportable
1005012,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1005012,10,Immigrant Parent(s),4,0,0.0,Reportable
1005012,10,Lone Parent,5,0,0.0,Reportable
1005014,10,Below LIM,1,0,0.0,Reportable
1005014,10,Indigenous Identity,2,10,20.0,Reportable
1005014,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1005014,10,Immigrant Parent(s),4,0,0.0,Reportable
1005014,10,Lone Parent,5,25,50.0,Reportable
1005015,10,Below LIM,1,0,0.0,Reportable
1005015,10,Indigenous Identity,2,10,50.0,Reportable
1005015,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1005015,10,Immigrant Parent(s),4,0,0.0,Reportable
1005015,10,Lone Parent,5,0,0.0,Reportable
1005016,10,Below LIM,1,,,Suppressed
1005016,10,Indigenous Identity,2,0,0.0,Reportable
1005016,10,Parent(s) Less Than High School,3,0,,Reportable
1005016,10,Immigrant Parent(s),4,0,,Reportable
1005016,10,Lone Parent,5,0,,Reportable
1005017,10,Below LIM,1,0,0.0,Reportable
1005017,10,Indigenous Identity,2,40,42.1,Reportable
1005017,10,Parent(s) Less Than High School,3,0,0.0,Reportable
1005017,10,Immigrant Parent(s),4,0,0.0,Reportable
1005017,10,Lone Parent,5,0,0.0,Reportable
1005018,10,Below LIM,1,155,19.8,Reportable
