CSD Number,CSD Name,Province Code,Province Name,MIZ Identifier,MIZ Label,MIZ Analysis Label,Geography Type,Population in Census Families,Children Aged 0 to 5,Child Population Band,Child Population Band Sort,Public Denominator Flag,Population Status,Children Status,MIZ Status,Province Status
1311008,Northampton,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1620,135,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1311011,Brighton,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1360,70,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1311012,Hartland,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,715,45,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1311014,Wakefield,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,2320,155,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1311018,Wilmot,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,855,85,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1311019,Centreville,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,310,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1311021,Simonds,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,465,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1311024,Peel,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,910,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1311026,Aberdeen,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,705,40,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1311027,Florenceville-Bristol,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1305,65,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1311028,Kent,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1620,120,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1311030,Bath,13,New Brunswick,7,No MIZ,No MIZ,MIZ,260,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1311031,Wicklow,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1395,80,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1312001,Andover,13,New Brunswick,7,No MIZ,No MIZ,MIZ,790,55,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1312002,Aroostook,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,235,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1312004,Perth,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,890,40,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1312006,Perth-Andover,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1145,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1312007,Tobique 20,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,890,85,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1312008,Gordon,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1290,75,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1312009,Plaster Rock,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,720,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1312011,Lorne,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,255,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1312014,Denmark,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1210,70,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1312016,Grand Falls,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,915,105,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1312019,Grand Falls / Grand-Sault,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,3920,230,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1312021,Drummond,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1810,85,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1312023,Drummond,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,620,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313002,Saint-André,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,1585,105,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313004,Saint-Léonard,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,715,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313006,Saint-Léonard,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,1025,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313008,Notre-Dame-de-Lourdes,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,230,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313011,Sainte-Anne,13,New Brunswick,4,Strong MIZ,Strong MIZ,MIZ,745,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313012,Sainte-Anne-de-Madawaska,13,New Brunswick,4,Strong MIZ,Strong MIZ,MIZ,670,70,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313014,Rivière-Verte,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,575,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313015,Rivière-Verte,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,570,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313018,Saint-Basile,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,605,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313020,St. Basile 10,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,280,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313022,Saint-Joseph,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,1320,75,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313024,Saint-Jacques,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,1420,90,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313027,Edmundston,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,11490,555,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313028,Madawaska,13,New Brunswick,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
1313031,Haut-Madawaska,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,2980,160,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1313037,Lac Baker,13,New Brunswick,4,Strong MIZ,Strong MIZ,MIZ,525,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314001,Durham,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,680,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314003,Colborne,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,160,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1314004,Charlo,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,1220,80,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314005,Balmoral,13,New Brunswick,4,Strong MIZ,Strong MIZ,MIZ,245,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314006,Balmoral,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,1265,65,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314008,Dalhousie,13,New Brunswick,4,Strong MIZ,Strong MIZ,MIZ,880,40,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314010,Eel River 3,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,270,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314011,Eel River Crossing,13,New Brunswick,4,Strong MIZ,Strong MIZ,MIZ,1460,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314012,Addington,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,580,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314013,Atholville,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,2670,145,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314014,Campbellton,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,4590,240,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314015,Tide Head,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,830,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314016,Eldon,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,415,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314017,Dalhousie,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,2255,125,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314020,Kedgwick,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1495,75,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314021,Saint-Quentin,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1385,105,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314022,Saint-Quentin,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1570,110,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314025,Belledune,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,985,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1314026,Indian Ranch,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,115,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1315002,Tracadie,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,12485,580,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315006,Allardville,13,New Brunswick,4,Strong MIZ,Strong MIZ,MIZ,1595,55,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315008,Bathurst,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,4115,150,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315010,Pabineau 11,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,105,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
1315011,Bathurst,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,8545,540,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315012,Beresford,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,5210,225,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315013,Pointe-Verte,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,745,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315014,Petit-Rocher,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,1450,65,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315015,Beresford,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,3360,180,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315016,New Bandon,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,960,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315017,Saint-Léolin,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,450,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315019,Paquetville,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,1660,65,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315020,Paquetville,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,535,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315021,Saint-Isidore,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1030,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315022,Saint-Isidore,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,635,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315024,Inkerman,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1760,55,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315026,Caraquet,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,1005,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315027,Bas-Caraquet,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,945,55,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315028,Caraquet,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,3140,120,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315029,Shippagan,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,3705,165,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315030,Le Goulet,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,585,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315031,Shippagan,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,1855,135,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315032,Lamèque,13,New Brunswick,6,Weak MIZ,Weak MIZ,MIZ,985,55,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315033,Sainte-Marie-Saint-Raphaël,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,545,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315036,Bertrand,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,885,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315037,Nigadoo,13,New Brunswick,3,Inside non-tracted CA,Inside non-tracted CA,CA,815,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315038,Grande-Anse,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,565,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
1315040,Maisonnette,13,New Brunswick,5,Moderate MIZ,Moderate MIZ,MIZ,305,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2401023,Les Îles-de-la-Madeleine,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,9675,545,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2401042,Grosse-Île,24,Quebec,7,No MIZ,No MIZ,MIZ,435,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2402005,Percé,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,2165,115,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2402010,Sainte-Thérèse-de-Gaspé,24,Quebec,7,No MIZ,No MIZ,MIZ,800,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2402015,Grande-Rivière,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,2525,110,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2402028,Chandler,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,5630,265,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2402047,Port-Daniel--Gascons,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,1710,100,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2402902,Mont-Alexandre,24,Quebec,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
2403005,Gaspé,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,11645,790,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2403010,Cloridorme,24,Quebec,7,No MIZ,No MIZ,MIZ,480,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2403015,Petite-Vallée,24,Quebec,7,No MIZ,No MIZ,MIZ,125,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
2403020,Grande-Vallée,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,835,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2403025,Murdochville,24,Quebec,5,Moderate MIZ,Moderate MIZ,MIZ,450,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2403902,Rivière-Saint-Jean,24,Quebec,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
2403904,Collines-du-Basque,24,Quebec,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
2404005,Sainte-Madeleine-de-la-Rivière-Madeleine,24,Quebec,7,No MIZ,No MIZ,MIZ,175,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2404010,Saint-Maxime-du-Mont-Louis,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,785,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2404015,Mont-Saint-Pierre,24,Quebec,7,No MIZ,No MIZ,MIZ,145,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
2404020,Rivière-à-Claude,24,Quebec,7,No MIZ,No MIZ,MIZ,70,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
2404025,Marsoui,24,Quebec,7,No MIZ,No MIZ,MIZ,220,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2404030,La Martre,24,Quebec,7,No MIZ,No MIZ,MIZ,175,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
2404037,Sainte-Anne-des-Monts,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,4435,230,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2404047,Cap-Chat,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,1815,75,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2404902,Mont-Albert,24,Quebec,7,No MIZ,No MIZ,MIZ,155,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
2404904,Coulée-des-Adolphe,24,Quebec,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
2405010,Shigawake,24,Quebec,7,No MIZ,No MIZ,MIZ,235,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2405015,Saint-Godefroi,24,Quebec,7,No MIZ,No MIZ,MIZ,325,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2405020,Hope Town,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,300,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2405025,Hope,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,445,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2405032,Paspébiac,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,2390,125,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2405040,New Carlisle,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,1025,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
2405045,Bonaventure,24,Quebec,6,Weak MIZ,Weak MIZ,MIZ,2010,135,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
