Record Type,Province Code,Province Name,Is Canada,Population in Census Families,Children Aged 0 to 5,Population Status,Children Status,CSD Number,CSD Name,MIZ Identifier,MIZ Label,MIZ Analysis Label,Geography Type,Child Population Band,Child Population Band Sort,Public Denominator Flag,MIZ Status,Province Status,Indicator,Indicator Short Name,Indicator Description,Indicator Sort,Children Count,Percent,Value Status,Note Number,Note
CSD Indicators,24,,,,,,,2438802,,,,,,,,,,,Indigenous Identity,,,2,10,66.7,Reportable,,
CSD Indicators,24,,,,,,,2438802,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,24,,,,,,,2438802,,,,,,,,,,,Immigrant Parent(s),,,4,,,Suppressed,,
CSD Indicators,24,,,,,,,2438802,,,,,,,,,,,Lone Parent,,,5,,,Missing,,
CSD Indicators,24,,,,,,,2439005,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439005,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439005,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,24,,,,,,,2439005,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,24,,,,,,,2439005,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,24,,,,,,,2439010,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439010,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439010,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439010,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439010,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439015,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439015,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439015,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439015,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439015,,,,,,,,,,,Lone Parent,,,5,15,37.5,Reportable,,
CSD Indicators,24,,,,,,,2439020,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439020,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439020,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,24,,,,,,,2439020,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,24,,,,,,,2439020,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,24,,,,,,,2439025,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439025,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439025,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439025,,,,,,,,,,,Immigrant Parent(s),,,4,25,23.809523809523807,Reportable,,
CSD Indicators,24,,,,,,,2439025,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439030,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439030,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439030,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439030,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439030,,,,,,,,,,,Lone Parent,,,5,15,17.647058823529413,Reportable,,
CSD Indicators,24,,,,,,,2439035,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439035,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439035,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,24,,,,,,,2439035,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,24,,,,,,,2439035,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,24,,,,,,,2439043,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439043,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439043,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439043,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439043,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439060,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439060,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439060,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439060,,,,,,,,,,,Immigrant Parent(s),,,4,10,4.25531914893617,Reportable,,
CSD Indicators,24,,,,,,,2439060,,,,,,,,,,,Lone Parent,,,5,25,10.638297872340425,Reportable,,
CSD Indicators,24,,,,,,,2439062,,,,,,,,,,,Below LIM,,,1,255,9.7,Reportable,,
CSD Indicators,24,,,,,,,2439062,,,,,,,,,,,Indigenous Identity,,,2,50,1.9,Reportable,,
CSD Indicators,24,,,,,,,2439062,,,,,,,,,,,Parent(s) Less Than High School,,,3,230,8.745247148288973,Reportable,,
CSD Indicators,24,,,,,,,2439062,,,,,,,,,,,Immigrant Parent(s),,,4,265,10.076045627376425,Reportable,,
CSD Indicators,24,,,,,,,2439062,,,,,,,,,,,Lone Parent,,,5,400,15.209125475285171,Reportable,,
CSD Indicators,24,,,,,,,2439077,,,,,,,,,,,Below LIM,,,1,45,13.6,Reportable,,
CSD Indicators,24,,,,,,,2439077,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439077,,,,,,,,,,,Parent(s) Less Than High School,,,3,30,9.090909090909092,Reportable,,
CSD Indicators,24,,,,,,,2439077,,,,,,,,,,,Immigrant Parent(s),,,4,15,4.545454545454546,Reportable,,
CSD Indicators,24,,,,,,,2439077,,,,,,,,,,,Lone Parent,,,5,55,16.666666666666664,Reportable,,
CSD Indicators,24,,,,,,,2439085,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439085,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439085,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439085,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439085,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439090,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439090,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439090,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439090,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439090,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439097,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439097,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439097,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439097,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439097,,,,,,,,,,,Lone Parent,,,5,10,7.142857142857142,Reportable,,
CSD Indicators,24,,,,,,,2439105,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439105,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439105,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439105,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439105,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439117,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439117,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439117,,,,,,,,,,,Parent(s) Less Than High School,,,3,10,8.0,Reportable,,
CSD Indicators,24,,,,,,,2439117,,,,,,,,,,,Immigrant Parent(s),,,4,10,8.0,Reportable,,
CSD Indicators,24,,,,,,,2439117,,,,,,,,,,,Lone Parent,,,5,10,8.0,Reportable,,
CSD Indicators,24,,,,,,,2439130,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439130,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439130,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439130,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439130,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439135,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439135,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439135,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439135,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439135,,,,,,,,,,,Lone Parent,,,5,10,22.22222222222222,Reportable,,
CSD Indicators,24,,,,,,,2439145,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439145,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439145,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439145,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439145,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439152,,,,,,,,,,,Below LIM,,,1,30,22.2,Reportable,,
CSD Indicators,24,,,,,,,2439152,,,,,,,,,,,Indigenous Identity,,,2,10,7.4,Reportable,,
CSD Indicators,24,,,,,,,2439152,,,,,,,,,,,Parent(s) Less Than High School,,,3,10,7.142857142857142,Reportable,,
CSD Indicators,24,,,,,,,2439152,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439152,,,,,,,,,,,Lone Parent,,,5,30,21.428571428571427,Reportable,,
CSD Indicators,24,,,,,,,2439165,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439165,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439165,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439165,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439165,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439170,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439170,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439170,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439170,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2439170,,,,,,,,,,,Lone Parent,,,5,20,22.22222222222222,Reportable,,
CSD Indicators,24,,,,,,,2440005,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,24,,,,,,,2440005,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440005,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,24,,,,,,,2440005,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,24,,,,,,,2440005,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,24,,,,,,,2440010,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440010,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440010,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440010,,,,,,,,,,,Immigrant Parent(s),,,4,10,15.384615384615385,Reportable,,
CSD Indicators,24,,,,,,,2440010,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440017,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440017,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440017,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440017,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440017,,,,,,,,,,,Lone Parent,,,5,15,20.0,Reportable,,
CSD Indicators,24,,,,,,,2440025,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440025,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440025,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440025,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440025,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440032,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440032,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440032,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440032,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440032,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440043,,,,,,,,,,,Below LIM,,,1,55,16.4,Reportable,,
CSD Indicators,24,,,,,,,2440043,,,,,,,,,,,Indigenous Identity,,,2,10,3.0,Reportable,,
CSD Indicators,24,,,,,,,2440043,,,,,,,,,,,Parent(s) Less Than High School,,,3,45,13.432835820895523,Reportable,,
CSD Indicators,24,,,,,,,2440043,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440043,,,,,,,,,,,Lone Parent,,,5,75,22.388059701492537,Reportable,,
CSD Indicators,24,,,,,,,2440047,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440047,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440047,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440047,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2440047,,,,,,,,,,,Lone Parent,,,5,20,9.523809523809524,Reportable,,
CSD Indicators,24,,,,,,,2441012,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441012,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441012,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441012,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441012,,,,,,,,,,,Lone Parent,,,5,20,57.14285714285714,Reportable,,
CSD Indicators,24,,,,,,,2441020,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441020,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441020,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441020,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441020,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441027,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441027,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441027,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441027,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441027,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441037,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441037,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441037,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441037,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441037,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441038,,,,,,,,,,,Below LIM,,,1,25,7.3,Reportable,,
CSD Indicators,24,,,,,,,2441038,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441038,,,,,,,,,,,Parent(s) Less Than High School,,,3,45,12.857142857142856,Reportable,,
CSD Indicators,24,,,,,,,2441038,,,,,,,,,,,Immigrant Parent(s),,,4,15,4.285714285714286,Reportable,,
CSD Indicators,24,,,,,,,2441038,,,,,,,,,,,Lone Parent,,,5,60,17.142857142857142,Reportable,,
CSD Indicators,24,,,,,,,2441055,,,,,,,,,,,Below LIM,,,1,30,10.9,Reportable,,
CSD Indicators,24,,,,,,,2441055,,,,,,,,,,,Indigenous Identity,,,2,10,3.6,Reportable,,
CSD Indicators,24,,,,,,,2441055,,,,,,,,,,,Parent(s) Less Than High School,,,3,15,5.454545454545454,Reportable,,
CSD Indicators,24,,,,,,,2441055,,,,,,,,,,,Immigrant Parent(s),,,4,15,5.454545454545454,Reportable,,
CSD Indicators,24,,,,,,,2441055,,,,,,,,,,,Lone Parent,,,5,20,7.2727272727272725,Reportable,,
CSD Indicators,24,,,,,,,2441060,,,,,,,,,,,Below LIM,,,1,50,15.9,Reportable,,
CSD Indicators,24,,,,,,,2441060,,,,,,,,,,,Indigenous Identity,,,2,10,3.2,Reportable,,
CSD Indicators,24,,,,,,,2441060,,,,,,,,,,,Parent(s) Less Than High School,,,3,15,4.761904761904762,Reportable,,
CSD Indicators,24,,,,,,,2441060,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441060,,,,,,,,,,,Lone Parent,,,5,55,17.46031746031746,Reportable,,
CSD Indicators,24,,,,,,,2441065,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441065,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441065,,,,,,,,,,,Parent(s) Less Than High School,,,3,10,11.11111111111111,Reportable,,
CSD Indicators,24,,,,,,,2441065,,,,,,,,,,,Immigrant Parent(s),,,4,15,16.666666666666664,Reportable,,
CSD Indicators,24,,,,,,,2441065,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441070,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441070,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441070,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441070,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441070,,,,,,,,,,,Lone Parent,,,5,30,27.27272727272727,Reportable,,
CSD Indicators,24,,,,,,,2441075,,,,,,,,,,,Below LIM,,,1,,,Suppressed,,
CSD Indicators,24,,,,,,,2441075,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441075,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,,Reportable,,
CSD Indicators,24,,,,,,,2441075,,,,,,,,,,,Immigrant Parent(s),,,4,0,,Reportable,,
CSD Indicators,24,,,,,,,2441075,,,,,,,,,,,Lone Parent,,,5,0,,Reportable,,
CSD Indicators,24,,,,,,,2441080,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441080,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441080,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441080,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441080,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441085,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441085,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441085,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441085,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441085,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441098,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441098,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441098,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441098,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441098,,,,,,,,,,,Lone Parent,,,5,15,12.0,Reportable,,
CSD Indicators,24,,,,,,,2441117,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441117,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441117,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441117,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2441117,,,,,,,,,,,Lone Parent,,,5,15,15.0,Reportable,,
CSD Indicators,24,,,,,,,2442005,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442005,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442005,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442005,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442005,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442020,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442020,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442020,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442020,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442020,,,,,,,,,,,Lone Parent,,,5,10,5.0,Reportable,,
CSD Indicators,24,,,,,,,2442025,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442025,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442025,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442025,,,,,,,,,,,Immigrant Parent(s),,,4,10,2.4096385542168677,Reportable,,
CSD Indicators,24,,,,,,,2442025,,,,,,,,,,,Lone Parent,,,5,25,6.024096385542169,Reportable,,
CSD Indicators,24,,,,,,,2442032,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442032,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442032,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442032,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442032,,,,,,,,,,,Lone Parent,,,5,10,10.526315789473683,Reportable,,
CSD Indicators,24,,,,,,,2442040,,,,,,,,,,,Below LIM,,,1,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442040,,,,,,,,,,,Indigenous Identity,,,2,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442040,,,,,,,,,,,Parent(s) Less Than High School,,,3,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442040,,,,,,,,,,,Immigrant Parent(s),,,4,0,0.0,Reportable,,
CSD Indicators,24,,,,,,,2442040,,,,,,,,,,,Lone Parent,,,5,0,0.0,Reportable,,
